,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY
302,05/18/2023 09:27:11.902243,483,True,True,True,True,Eyes,0.02730927,0.1425836,3.557885,0.2472991,-0.1949682,0.9491209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8479007,-0.9293404,-3.662801,0.07129814,0.1327188,3.869886,0.1053345,0.1191972,-0.00902201,0.9872262,12.1299,13.81452,0.4276754,0.002826281,0.04251679,0.9990899,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.1777767,0.05642486,3.444425,0.9714213,0.007297628,-0.2372498,0.04292468,0.9776465,0.2058272,0.2334485,-0.2101288,0.9493933,static,14.60405,-11.60821,2.954579,0.9385071
303,05/18/2023 09:27:11.922090,484,True,True,True,True,Eyes,0.02940035,0.1422651,3.571928,0.2477444,-0.1942395,0.9491543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8248935,-0.9553906,-3.676815,0.07472467,0.1368356,3.884312,0.1077412,0.1162262,-0.008618896,0.9873243,12.40112,13.47888,0.4708115,0.003310413,0.04226947,0.9990991,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.1977162,0.06499141,3.429444,0.9728343,0.008025398,-0.2313631,0.04206397,0.9766351,0.2107475,0.2276486,-0.2147544,0.9497666,static,14.62873,-11.5656,3.299597,1.085683
304,05/18/2023 09:27:11.941987,485,True,True,True,True,Eyes,0.03153801,0.1419329,3.585917,0.2480078,-0.1938085,0.9491736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8151591,-0.8864134,-3.712407,0.07836398,0.1364234,3.89967,0.09816754,0.1149515,-0.008023404,0.9884761,11.29831,13.30521,0.3918875,0.0038009,0.0420226,0.9991079,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2073435,-0.003629863,3.413931,0.9734436,0.006707125,-0.2288289,0.03843089,0.9805975,0.1922279,0.2256783,-0.1959171,0.9542986,static,14.64333,-11.54039,3.475562,-0.06091973
305,05/18/2023 09:27:11.952081,486,True,True,True,True,Eyes,0.03376353,0.141843,3.599958,0.2482485,-0.19385,0.9491021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7976701,-0.9163982,-3.722315,0.08165997,0.1358317,3.912362,0.1017242,0.1128453,-0.007187052,0.9883657,11.69509,13.07936,0.5120496,0.004298614,0.04177569,0.9991163,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2203805,0.01721287,3.400082,0.9744286,0.008751309,-0.2245269,0.03716505,0.9792011,0.1994593,0.2216026,-0.2027034,0.9538363,static,14.65798,-11.54364,3.708509,0.2900566
306,05/18/2023 09:27:11.972250,487,True,True,True,True,Eyes,0.03605782,0.1417832,3.614093,0.248554,-0.1927187,0.9492525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7807804,-0.9725263,-3.728187,0.08572259,0.1415991,3.927773,0.1078938,0.1107445,-0.007363748,0.9879476,12.40484,12.85139,0.5483707,0.004804468,0.04153575,0.9991242,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2334337,0.04981714,3.384384,0.9753629,0.009347292,-0.2204085,0.03844728,0.9766095,0.2115559,0.2172305,-0.2148178,0.9521891,static,14.67302,-11.4763,3.945657,0.8433163
307,05/18/2023 09:27:11.992077,488,True,True,True,True,Eyes,0.03838974,0.1416646,3.628153,0.2490476,-0.1921884,0.9492307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871546,-0.8603908,-3.771487,0.08964962,0.141982,3.944085,0.09282452,0.1114297,-0.007745656,0.9893974,10.68485,12.88081,0.3125108,0.005320357,0.04130234,0.9991313,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.230759,-0.05428016,3.368125,0.9750469,0.005359748,-0.2219344,0.03601388,0.9826472,0.1819545,0.2190585,-0.1854069,0.957934,static,14.70122,-11.44581,3.919357,-0.9232897
308,05/18/2023 09:27:12.002291,489,True,True,True,True,Eyes,0.0407666,0.1415493,3.642222,0.2495607,-0.1924137,0.9490502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888281,-0.9078681,-3.772991,0.09258284,0.1406099,3.956462,0.09897944,0.1115049,-0.009203134,0.9887796,11.40776,12.89077,0.2264169,0.005845248,0.04107371,0.9991379,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2303323,-0.01259518,3.355824,0.974964,0.003873642,-0.2223293,0.04027313,0.9802367,0.1936853,0.2186857,-0.1977901,0.9555394,static,14.73287,-11.461,3.926428,-0.2150432
309,05/18/2023 09:27:12.022140,490,True,True,True,True,Eyes,0.04315938,0.1414573,3.656279,0.2503009,-0.192756,0.9487859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7946325,-0.9825008,-3.768179,0.09602886,0.1407481,3.970755,0.1083141,0.1122554,-0.009773431,0.9877101,12.48359,13.0001,0.2940656,0.006378865,0.04084967,0.999144,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2242081,0.04695624,3.341552,0.9746065,0.005011044,-0.2238688,0.04362432,0.9763451,0.2117716,0.2196344,-0.21616,0.9513336,static,14.7786,-11.48396,3.838621,0.8050802
310,05/18/2023 09:27:12.042413,491,True,True,True,True,Eyes,0.04556109,0.1413786,3.670269,0.250984,-0.1936903,0.948415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999189,-0.9994004,-3.777265,0.09893754,0.1412718,3.984551,0.1099769,0.1130375,-0.008938063,0.9874451,12.66281,13.10797,0.4234821,0.006920097,0.04063063,0.9991493,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2184993,0.05343437,3.328151,0.9742853,0.007211317,-0.2252025,0.0425147,0.9756504,0.2151716,0.2212706,-0.2192129,0.9502553,static,14.8227,-11.54252,3.756184,0.9198202
311,05/18/2023 09:27:12.052041,492,True,True,True,True,Eyes,0.04797468,0.1414069,3.684257,0.2516999,-0.1949212,0.9479731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7990448,-1.061631,-3.773673,0.1015608,0.1416568,3.996969,0.1176549,0.11287,-0.00950823,0.9865735,13.55017,13.10782,0.4596063,0.007467759,0.04041674,0.9991541,0.0,0.0,0.0,1.050512,-0.534593,7.109436,0.2191889,0.1014816,3.314654,0.9743399,0.007798277,-0.2249465,0.04532055,0.9721338,0.230004,0.2204717,-0.2342968,0.9468354,static,14.86973,-11.61915,3.783304,1.753622
